,Memcache,Cassandra,Tensorflow
2018-09-07T09:19:50.537020,164.9310294,911.1310078,0
2018-09-07T09:19:52.010985,130.7746254,864.7330297,0
2018-09-07T09:19:52.537043,113.7312059,802.9297734,0
2018-09-07T09:19:54.011003,154.3155439,787.7612085,0
2018-09-07T09:19:54.537027,172.6609033,831.4054236,0
2018-09-07T09:19:56.010971,166.2703828,849.7695377,0
2018-09-07T09:19:56.537015,163.4229819,849.6119327,0
2018-09-07T09:19:58.011004,161.5599914,842.4897698,0
2018-09-07T09:19:58.537046,165.4734102,854.0759341,0
2018-09-07T09:20:00.011000,164.9465135,855.8292972,0
2018-09-07T09:20:00.537040,162.9015937,841.4547651,0
2018-09-07T09:20:02.010995,165.0951182,849.1936089,0
2018-09-07T09:20:02.537031,164.9830117,854.5783365,0
2018-09-07T09:20:04.010992,163.8476372,849.1876809,0
2018-09-07T09:20:04.537019,165.4147065,844.8733727,0
2018-09-07T09:20:06.010968,158.6040737,885.7381857,0
2018-09-07T09:20:06.537020,154.2537207,910.5512693,0
2018-09-07T09:20:08.010967,147.4691022,936.5507875,0
2018-09-07T09:20:08.537020,151.774396,929.8019612,0
2018-09-07T09:20:10.011008,157.0639374,833.8931091,0
2018-09-07T09:20:10.537038,138.8516519,710.0540527,0
2018-09-07T09:20:12.010990,100.1982073,801.4624164,0
2018-09-07T09:20:12.537021,100.130623,912.0356489,0
2018-09-07T09:20:14.010998,100.2695615,887.3239979,0
2018-09-07T09:20:14.537038,100.2550989,896.5740601,0
2018-09-07T09:20:16.010968,100.1284969,892.5377332,0
2018-09-07T09:20:16.537011,100.2856456,898.7029521,0
2018-09-07T09:20:18.010998,100.320651,902.4157123,0
2018-09-07T09:20:18.537043,100.2170423,898.2799956,0
2018-09-07T09:20:20.011009,100.1542785,898.5621029,0
2018-09-07T09:20:20.537017,100.0757201,894.6337122,0
2018-09-07T09:20:22.010966,100.1979164,889.9939413,0
2018-09-07T09:20:22.537042,100.2331824,894.294965,0
2018-09-07T09:20:24.010971,100.2596653,916.7301449,0
2018-09-07T09:20:24.537019,100.3487822,930.9238608,0
2018-09-07T09:20:26.010995,100.2648579,960.1078386,0
2018-09-07T09:20:26.537059,100.3086461,964.1651067,0
2018-09-07T09:20:28.010981,100.2179421,932.0936445,0
2018-09-07T09:20:28.537016,100.2444658,912.8754924,0
2018-09-07T09:20:30.010979,100.1709101,708.2982981,0
2018-09-07T09:20:30.537047,100.0834092,708.477358,0
2018-09-07T09:20:32.010998,132.2824944,879.5029987,0
2018-09-07T09:20:32.537047,151.5209534,871.5118868,0
2018-09-07T09:20:34.010960,168.4843558,882.7128943,0
2018-09-07T09:20:34.537007,165.8159472,881.1558685,0
2018-09-07T09:20:36.010972,164.5128866,881.4620745,0
2018-09-07T09:20:36.537040,161.9037735,885.3772692,0
2018-09-07T09:20:38.010974,159.6529787,891.7965316,0
2018-09-07T09:20:38.537047,164.4971286,897.9873113,0
2018-09-07T09:20:40.010970,161.6981371,885.3684014,0
2018-09-07T09:20:40.537037,155.0475455,882.1409706,0
2018-09-07T09:20:42.010971,155.4469235,882.3949733,0
2018-09-07T09:20:42.537042,158.7955921,878.8180094,0
2018-09-07T09:20:44.010987,160.1423695,915.3769536,0
2018-09-07T09:20:44.537017,159.6757835,888.7385558,0
2018-09-07T09:20:46.010995,149.7541933,909.8617272,0
2018-09-07T09:20:46.537039,152.3488459,946.7778749,0
2018-09-07T09:20:48.010995,171.6957648,890.3593112,0
2018-09-07T09:20:48.537061,174.8427135,881.4180933,0
2018-09-07T09:20:50.011004,175.2565155,875.2293394,0
2018-09-07T09:20:50.537050,171.3863902,873.6543142,0
2018-09-07T09:20:52.010988,174.1741384,890.9729077,0
2018-09-07T09:20:52.537487,179.8625819,898.3016264,0
2018-09-07T09:20:54.010993,177.9741485,915.3314858,0
2018-09-07T09:20:54.537009,176.6328904,914.9361639,0
2018-09-07T09:20:56.010975,176.1729006,886.9582379,0
2018-09-07T09:20:56.537022,175.4433031,883.0576229,0
2018-09-07T09:20:58.010997,173.0673761,890.6478509,0
2018-09-07T09:20:58.537047,172.0349528,887.2979298,0
2018-09-07T09:21:00.010998,178.8269078,884.1769963,0
2018-09-07T09:21:00.537019,177.9454936,887.0191023,0
2018-09-07T09:21:02.010998,175.6755192,902.3184392,0
2018-09-07T09:21:02.537018,177.0838989,919.8184818,0
2018-09-07T09:21:04.010993,166.935168,948.750255,0
2018-09-07T09:21:04.537007,153.9775246,953.2506066,0
2018-09-07T09:21:06.010994,107.6561576,944.8076475,0
2018-09-07T09:21:06.537007,100.2002897,925.8974686,0
2018-09-07T09:21:08.010974,100.2205976,803.7156858,0
2018-09-07T09:21:08.537021,100.134264,797.9114156,0
2018-09-07T09:21:10.011019,100.268283,882.914851,0
2018-09-07T09:21:10.537051,100.3486893,883.4273023,0
2018-09-07T09:21:12.010979,100.1183882,890.3064558,0
2018-09-07T09:21:12.537555,100.1674976,891.8931068,0
2018-09-07T09:21:14.010967,100.2583366,869.7339333,0
2018-09-07T09:21:14.537031,100.1399556,868.1855886,0
2018-09-07T09:21:16.011004,100.2295127,935.516696,0
2018-09-07T09:21:16.537016,100.4069865,962.3118437,0
2018-09-07T09:21:18.010996,100.1576011,481.7107273,0
2018-09-07T09:21:18.537051,100.2146427,243.6147903,0
2018-09-07T09:21:20.010999,100.2954006,44.22846417,0
2018-09-07T09:21:20.537057,100.1826651,32.07149207,0
2018-09-07T09:21:22.010968,100.1910473,31.46383745,0
2018-09-07T09:21:22.537052,100.0720683,135.7416869,0
2018-09-07T09:21:24.010968,100.2640784,646.682155,0
2018-09-07T09:21:24.537019,100.2981873,702.9294794,0
2018-09-07T09:21:26.010965,100.153463,630.7447814,0
2018-09-07T09:21:26.537015,100.315169,569.9675056,0
2018-09-07T09:21:28.010963,100.1765449,398.4125218,0
2018-09-07T09:21:28.537018,100.090278,380.4189624,0
2018-09-07T09:21:30.010990,100.2203639,288.4577541,0
2018-09-07T09:21:30.537021,100.1336206,262.4987862,0
2018-09-07T09:21:32.009491,100.1468408,266.007835,0
2018-09-07T09:21:32.537028,100.2166854,264.2503963,0
2018-09-07T09:21:34.010976,100.265491,241.4654342,0
2018-09-07T09:21:34.537017,100.1680973,246.1531734,0
2018-09-07T09:21:36.010975,100.0731061,272.6785937,0
2018-09-07T09:21:36.537025,100.2533251,298.4451734,0
2018-09-07T09:21:38.010977,100.318301,271.3121549,0
2018-09-07T09:21:38.537026,100.1923207,241.2644329,0
2018-09-07T09:21:40.010975,100.291563,238.8753888,0
2018-09-07T09:21:40.537026,118.208888,241.2661011,0
2018-09-07T09:21:42.010969,186.9322853,274.2878489,0
2018-09-07T09:21:42.537023,193.6802725,273.8693529,0
2018-09-07T09:21:44.010968,194.0827226,245.1960928,0
2018-09-07T09:21:44.537022,193.9761584,247.9825721,0
2018-09-07T09:21:46.010974,125.8586114,245.2285554,0
2018-09-07T09:21:46.537020,86.23729428,281.3392485,0
2018-09-07T09:21:48.010973,42.14716418,283.3058779,0
2018-09-07T09:21:48.537019,41.35854921,240.5488516,0
2018-09-07T09:21:50.010970,39.64360788,223.4398036,0
2018-09-07T09:21:50.537025,39.69186253,222.7121223,0
2018-09-07T09:21:52.010963,40.54638944,253.8012206,0
2018-09-07T09:21:52.537033,40.53221417,251.0598439,0
2018-09-07T09:21:54.010968,39.97254373,223.9371783,0
2018-09-07T09:21:54.537013,40.25776113,229.2942416,0
2018-09-07T09:21:56.010970,41.81164433,234.9353229,0
2018-09-07T09:21:56.537021,42.5689669,235.3167545,0
2018-09-07T09:21:58.010970,42.81626268,284.9484291,0
2018-09-07T09:21:58.537022,41.95577973,282.6113657,0
2018-09-07T09:22:00.010953,40.8229054,222.1962807,0
2018-09-07T09:22:00.537023,41.57964794,222.3297888,0
2018-09-07T09:22:02.010973,40.71194103,228.9203441,0
2018-09-07T09:22:02.537025,39.75731768,225.0146281,0
2018-09-07T09:22:04.010971,40.73707134,249.215683,0
2018-09-07T09:22:04.537020,40.70016944,244.5353318,0
2018-09-07T09:22:06.010974,39.16758285,190.947873,0
2018-09-07T09:22:06.537021,39.15290664,189.7993371,0
2018-09-07T09:22:08.010970,41.45750702,188.8445173,0
2018-09-07T09:22:08.537021,40.64678927,187.1628923,0
2018-09-07T09:22:10.010979,38.20478459,177.8734296,0
2018-09-07T09:22:10.537022,38.52600896,178.0648269,0
2018-09-07T09:22:12.010970,37.98132584,179.9628241,0
2018-09-07T09:22:12.537027,38.37619295,177.9957687,0
2018-09-07T09:22:14.010970,39.87949291,182.1357247,0
2018-09-07T09:22:14.537016,39.4256518,186.1108724,0
2018-09-07T09:22:16.010973,40.82628133,234.6354487,0
2018-09-07T09:22:16.537022,41.04960519,233.4314868,0
2018-09-07T09:22:18.010974,40.81488786,187.1889404,0
2018-09-07T09:22:18.537019,40.71216971,187.3273784,0
2018-09-07T09:22:20.010972,39.47787171,187.0236464,0
2018-09-07T09:22:20.537025,39.36389838,187.2899083,0
2018-09-07T09:22:22.010972,40.38080455,187.792365,0
2018-09-07T09:22:22.537024,40.79439205,190.0127443,0
2018-09-07T09:22:24.010969,41.09424366,191.3272113,0
2018-09-07T09:22:24.537022,41.81194297,189.1273341,0
2018-09-07T09:22:26.010968,41.46300602,188.2298239,0
2018-09-07T09:22:26.537018,41.08942001,210.8974021,0
2018-09-07T09:22:28.010971,41.12820669,246.3378306,0
2018-09-07T09:22:28.537014,41.16988145,221.6646186,0
2018-09-07T09:22:30.010980,40.36127525,182.0677722,0
2018-09-07T09:22:30.537017,40.30140196,181.2057324,0
2018-09-07T09:22:32.010984,39.04417724,180.7187258,0
2018-09-07T09:22:32.537495,38.62816901,181.2507291,0
2018-09-07T09:22:34.010971,40.60048518,185.3431398,0
2018-09-07T09:22:34.537006,41.70865996,187.6704238,0
2018-09-07T09:22:36.010971,42.27055251,188.4457789,0
2018-09-07T09:22:36.537027,42.1171422,189.1290631,0
2018-09-07T09:22:38.010972,42.20763669,191.547028,0
2018-09-07T09:22:38.537025,42.01383099,191.0082572,0
2018-09-07T09:22:40.010975,40.41589518,186.8097385,0
2018-09-07T09:22:40.537024,39.85276507,185.3553246,0
2018-09-07T09:22:42.010976,41.21351236,215.3479196,0
2018-09-07T09:22:42.537024,42.23431882,215.987231,0
2018-09-07T09:22:44.010971,42.3957938,186.9800839,0
2018-09-07T09:22:44.537024,40.99402857,186.6066851,0
2018-09-07T09:22:46.010974,38.85735903,186.0333176,0
2018-09-07T09:22:46.537027,39.52424528,185.892635,0
2018-09-07T09:22:48.010973,40.578318,190.268059,0
2018-09-07T09:22:48.537019,40.07555315,190.8813137,0
2018-09-07T09:22:50.010979,37.64238111,181.6138277,0
2018-09-07T09:22:50.537027,37.3620278,179.6480366,0
2018-09-07T09:22:52.010967,37.8332457,178.0246962,0
2018-09-07T09:22:52.537027,38.03367543,177.3124802,0
2018-09-07T09:22:54.010976,41.84276665,213.4967815,0
2018-09-07T09:22:54.537011,42.25599193,216.5228585,0
2018-09-07T09:22:56.010975,41.81158505,186.1413817,0
2018-09-07T09:22:56.537024,41.53660278,186.8938237,0
2018-09-07T09:22:58.010973,39.4838693,188.5569479,0
2018-09-07T09:22:58.537017,40.11520788,188.4531656,0
2018-09-07T09:23:00.010971,41.69599351,190.6917716,0
2018-09-07T09:23:00.537024,41.88220334,190.8148389,0
2018-09-07T09:23:02.010971,42.15782668,187.00408,0
2018-09-07T09:23:02.537024,41.76092307,187.7426327,0
2018-09-07T09:23:04.010970,40.75602684,192.9577824,0
2018-09-07T09:23:04.537022,40.37565388,190.6882214,0
2018-09-07T09:23:06.010973,40.57405827,189.3663864,0
2018-09-07T09:23:06.537024,41.29529977,190.403972,0
2018-09-07T09:23:08.010971,39.99180863,211.6593846,0
2018-09-07T09:23:08.537023,39.30175368,209.6979182,0
2018-09-07T09:23:10.010977,38.49558021,178.7423667,0
2018-09-07T09:23:10.537026,38.60131097,179.5323799,0
2018-09-07T09:23:12.010955,39.88575577,179.5151048,0
2018-09-07T09:23:12.537490,39.51925251,177.6491402,0
2018-09-07T09:23:14.010975,38.86848582,183.7946162,0
2018-09-07T09:23:14.537012,39.61034913,186.4557094,0
2018-09-07T09:23:16.010975,40.2344559,191.420318,0
2018-09-07T09:23:16.537025,40.10802272,191.2572631,0
2018-09-07T09:23:18.010973,42.65317208,186.8914263,0
2018-09-07T09:23:18.537023,43.2594,188.5968375,0
2018-09-07T09:23:20.010971,40.87531688,217.5206293,0
2018-09-07T09:23:20.537024,40.40273705,216.119714,0
2018-09-07T09:23:22.010976,40.33614523,189.4552329,0
2018-09-07T09:23:22.537022,40.02065394,189.2250055,0
2018-09-07T09:23:24.010972,39.72964312,186.9975651,0
2018-09-07T09:23:24.537020,39.53727023,186.6712139,0
2018-09-07T09:23:26.010973,40.62477801,186.8072203,0
2018-09-07T09:23:26.537025,41.13979297,186.8229805,0
2018-09-07T09:23:28.010973,41.42445103,186.780089,0
2018-09-07T09:23:28.537022,40.35925929,183.8662851,0
2018-09-07T09:23:30.010981,39.26850484,175.9526942,0
2018-09-07T09:23:30.537025,39.49321019,179.0718667,0
2018-09-07T09:23:32.010986,37.39739828,180.1221175,0
2018-09-07T09:23:32.537484,37.79420351,177.9202239,0
2018-09-07T09:23:34.010964,39.24476399,211.9006758,0
2018-09-07T09:23:34.537007,39.3822074,215.9494444,0
2018-09-07T09:23:36.010973,40.89370595,188.3457409,0
2018-09-07T09:23:36.537028,40.9166374,186.1507461,0
2018-09-07T09:23:38.010973,40.39868492,187.2212318,0
2018-09-07T09:23:38.537026,40.58808177,188.5067036,0
2018-09-07T09:23:40.010974,41.09462748,188.6661611,0
2018-09-07T09:23:40.537023,40.9765959,187.6359769,0
2018-09-07T09:23:42.010975,40.04633443,185.5333887,0
2018-09-07T09:23:42.537024,39.8606373,186.5393601,0
2018-09-07T09:23:44.010974,40.18955066,188.1342796,0
2018-09-07T09:23:44.537023,39.94653906,187.3638731,0
2018-09-07T09:23:46.010975,39.14982843,188.0301365,0
2018-09-07T09:23:46.537017,39.97494937,218.0144215,0
2018-09-07T09:23:48.010972,41.15309332,219.0686826,0
2018-09-07T09:23:48.537023,40.01126709,188.3063975,0
2018-09-07T09:23:50.010980,37.97358118,177.0054241,0
2018-09-07T09:23:50.537021,38.05251296,177.9310383,0
2018-09-07T09:23:52.010960,39.49407032,183.2478124,0
2018-09-07T09:23:52.537064,39.64340204,181.0808395,0
2018-09-07T09:23:54.010973,39.37520546,185.5558347,0
2018-09-07T09:23:54.537006,39.89221573,187.8429378,0
2018-09-07T09:23:56.010969,41.4606012,188.6799255,0
2018-09-07T09:23:56.537024,41.35644872,188.9602255,0
2018-09-07T09:23:58.010976,42.73324081,287.1666871,0
2018-09-07T09:23:58.537028,43.59113204,314.5010268,0
2018-09-07T09:24:00.010974,41.69949328,244.6964818,0
2018-09-07T09:24:00.537020,41.2052858,217.2156405,0
2018-09-07T09:24:02.010971,41.93780693,193.4102401,0
2018-09-07T09:24:02.537013,41.88760715,193.9375028,0
2018-09-07T09:24:04.010969,41.45128163,192.4037716,0
2018-09-07T09:24:04.537023,41.03153018,194.057232,0
2018-09-07T09:24:06.010973,39.21487935,193.7786988,0
2018-09-07T09:24:06.537022,39.77670942,192.4909874,0
2018-09-07T09:24:08.010963,43.42272452,216.7939934,0
2018-09-07T09:24:08.537024,43.28648945,215.6316708,0
2018-09-07T09:24:10.010982,40.26454933,178.4498681,0
2018-09-07T09:24:10.537025,39.60317862,175.4056105,0
2018-09-07T09:24:12.010959,37.87427668,177.1595137,0
2018-09-07T09:24:12.537028,38.19983874,179.0447244,0
2018-09-07T09:24:14.010974,41.52893983,187.7991414,0
2018-09-07T09:24:14.537032,42.07279658,189.6745593,0
2018-09-07T09:24:16.010971,41.2018596,191.0279211,0
2018-09-07T09:24:16.537024,41.26602175,190.5342168,0
2018-09-07T09:24:18.010968,41.62258176,191.2839087,0
2018-09-07T09:24:18.537023,41.83184431,223.8206224,0
2018-09-07T09:24:20.010975,41.91968946,231.8104718,0
2018-09-07T09:24:20.537024,41.22411891,200.396281,0
2018-09-07T09:24:22.010971,40.50448669,192.4710907,0
2018-09-07T09:24:22.537021,41.01505703,192.6873376,0
2018-09-07T09:24:24.010974,42.07645579,194.3829565,0
2018-09-07T09:24:24.537072,41.0794673,145.1636287,0
2018-09-07T09:24:26.010993,39.25987544,2.079974084,0
2018-09-07T09:24:26.537048,40.11376974,0.830488094,0
2018-09-07T09:24:28.011027,40.23595434,0.436058257,0
2018-09-07T09:24:28.537047,39.95457869,0.432453135,0
2018-09-07T09:24:30.011004,40.53672919,86.97056447,0
2018-09-07T09:24:30.537048,41.88216857,215.2939719,0
2018-09-07T09:24:32.010962,43.70924034,403.5840487,0
2018-09-07T09:24:32.537480,42.48915687,372.112875,0
2018-09-07T09:24:34.010973,43.81152721,398.0654916,0
2018-09-07T09:24:34.537010,44.25000321,398.5793127,0
2018-09-07T09:24:36.009781,43.43764401,371.8345188,0
2018-09-07T09:24:36.537021,43.28306651,371.3583262,0
2018-09-07T09:24:38.010973,43.77362457,373.1404369,0
2018-09-07T09:24:38.537026,44.67427659,407.3272943,0
2018-09-07T09:24:40.010970,44.51773445,408.2376889,0
2018-09-07T09:24:40.537023,44.15579979,375.4988279,0
2018-09-07T09:24:42.010955,44.12204214,378.4088969,0
2018-09-07T09:24:42.537016,43.8839519,376.9862963,0
2018-09-07T09:24:44.010967,43.61921629,382.9764678,0
2018-09-07T09:24:44.537020,44.30734986,406.2148477,0
2018-09-07T09:24:46.010966,110.1431831,400.8671924,0
2018-09-07T09:24:46.537022,148.9406594,380.6695823,0
2018-09-07T09:24:48.010970,194.7658538,387.3499476,0
2018-09-07T09:24:48.537022,194.9758469,384.2856129,0
2018-09-07T09:24:50.010981,179.8877401,394.289271,0
2018-09-07T09:24:50.537021,158.3092415,392.9172379,0
2018-09-07T09:24:52.010957,110.6163524,364.1135783,0
2018-09-07T09:24:52.537027,110.0515526,363.1244782,0
2018-09-07T09:24:54.010968,113.8534026,372.8048326,0
2018-09-07T09:24:54.537000,115.3088857,378.861496,0
2018-09-07T09:24:56.010968,116.0043578,415.8995789,0
2018-09-07T09:24:56.537022,116.1683574,414.3277572,0
2018-09-07T09:24:58.010974,114.7901932,381.6889638,0
2018-09-07T09:24:58.537017,114.4240873,382.9404116,0
2018-09-07T09:25:00.010964,114.3684195,380.3697218,0
2018-09-07T09:25:00.537023,114.6332639,379.8154254,0
2018-09-07T09:25:02.010967,116.164732,413.3553701,0
2018-09-07T09:25:02.537022,115.9671381,413.935671,0
2018-09-07T09:25:04.010972,114.798907,381.4933993,0
2018-09-07T09:25:04.537015,114.9278813,383.509898,0
2018-09-07T09:25:06.010965,114.2445135,383.5347679,0
2018-09-07T09:25:06.537021,114.2925895,381.4481032,0
2018-09-07T09:25:08.010969,115.9839847,419.6126828,0
2018-09-07T09:25:08.537025,114.929515,415.9970796,0
2018-09-07T09:25:10.010980,110.7361411,364.0960835,0
2018-09-07T09:25:10.537021,111.1899438,364.1106629,0
2018-09-07T09:25:12.010956,111.8335795,364.7728592,0
2018-09-07T09:25:12.537022,110.6878928,361.5131097,0
2018-09-07T09:25:14.010967,113.4401783,405.9319258,0
2018-09-07T09:25:14.537005,115.5272385,415.5553091,0
2018-09-07T09:25:16.010968,115.0842432,385.1169882,0
2018-09-07T09:25:16.537022,114.3783444,382.0698132,0
2018-09-07T09:25:18.010976,115.6275129,381.3687146,0
2018-09-07T09:25:18.537010,115.7781442,382.6707034,0
2018-09-07T09:25:20.010966,115.6035553,416.1789258,0
2018-09-07T09:25:20.537020,115.381269,416.8135891,0
2018-09-07T09:25:22.010971,114.5904399,385.5592204,0
2018-09-07T09:25:22.537022,115.4151797,385.2945563,0
2018-09-07T09:25:24.010971,115.5703573,383.8115906,0
2018-09-07T09:25:24.537016,114.8356774,382.9111986,0
2018-09-07T09:25:26.010961,115.4133158,418.1225912,0
2018-09-07T09:25:26.537020,115.4456063,418.0556546,0
2018-09-07T09:25:28.010970,115.193196,384.7278216,0
2018-09-07T09:25:28.537019,114.6772547,382.7126302,0
2018-09-07T09:25:30.010979,111.6570325,365.1150027,0
2018-09-07T09:25:30.537017,111.7403125,364.4540331,0
2018-09-07T09:25:32.010963,112.8893854,405.2947327,0
2018-09-07T09:25:32.537029,112.6593697,401.3952816,0
2018-09-07T09:25:34.010962,113.4944406,372.4899756,0
2018-09-07T09:25:34.537012,114.3180199,378.1340857,0
2018-09-07T09:25:36.010971,114.869289,382.8656531,0
2018-09-07T09:25:36.537019,115.410197,382.8946573,0
2018-09-07T09:25:38.010957,116.1793915,417.5942699,0
2018-09-07T09:25:38.537013,115.5402528,417.3826037,0
2018-09-07T09:25:40.010973,114.6009499,379.8225267,0
2018-09-07T09:25:40.537024,114.7988967,380.8811458,0
2018-09-07T09:25:42.010968,115.2023417,383.9777044,0
2018-09-07T09:25:42.537025,115.2232498,383.9722029,0
2018-09-07T09:25:44.010959,116.3672242,417.3536905,0
2018-09-07T09:25:44.537018,116.5795654,416.90103,0
2018-09-07T09:25:46.010971,116.0151375,383.37131,0
2018-09-07T09:25:46.537012,115.9747425,383.2786307,0
2018-09-07T09:25:48.010969,115.3198285,386.7600712,0
2018-09-07T09:25:48.537057,115.2381621,412.9999449,0
2018-09-07T09:25:50.010975,113.1190176,400.2191792,0
2018-09-07T09:25:50.537012,112.6659188,371.7795629,0
2018-09-07T09:25:52.010993,113.6378772,371.5155296,0
2018-09-07T09:25:52.537028,112.7578829,377.624837,0
2018-09-07T09:25:54.010970,115.1292085,406.9961617,0
2018-09-07T09:25:54.537008,117.5007577,436.6501281,0
2018-09-07T09:25:56.010964,116.4853431,415.6828028,0
2018-09-07T09:25:56.537023,115.6729011,382.0907588,0
2018-09-07T09:25:58.010966,115.3879498,383.2655906,0
2018-09-07T09:25:58.537024,115.0287034,383.5868523,0
2018-09-07T09:26:00.010969,115.0699104,382.7758482,0
2018-09-07T09:26:00.537014,115.7764888,418.0768965,0
2018-09-07T09:26:02.010970,114.9990189,416.6784241,0
2018-09-07T09:26:02.537024,114.3569233,381.1555332,0
2018-09-07T09:26:04.010971,114.9960761,386.650031,0
2018-09-07T09:26:04.537025,114.5104353,386.7186196,0
2018-09-07T09:26:06.010966,114.4864641,382.9276211,0
2018-09-07T09:26:06.537024,116.2034561,418.6833255,0
2018-09-07T09:26:08.010966,116.4697666,421.8772446,0
2018-09-07T09:26:08.537025,115.252332,383.3053073,0
2018-09-07T09:26:10.010965,111.7763372,365.5461106,0
2018-09-07T09:26:10.537020,111.0268374,365.4075643,0
2018-09-07T09:26:12.010961,111.9686054,374.1526985,0
2018-09-07T09:26:12.537582,112.1578562,399.8191246,0
2018-09-07T09:26:14.010961,114.4532075,405.1708228,0
2018-09-07T09:26:14.537011,115.1070764,382.4433834,0
2018-09-07T09:26:16.010970,115.3598734,382.4340968,0
2018-09-07T09:26:16.537009,114.9194963,382.612561,0
2018-09-07T09:26:18.011014,115.0009472,416.8488293,0
2018-09-07T09:26:18.537020,115.4965016,416.3796608,0
2018-09-07T09:26:20.010962,115.9364092,385.1824539,0
2018-09-07T09:26:20.537021,115.9141899,385.8511436,0
2018-09-07T09:26:22.010968,115.7539939,383.4131541,0
2018-09-07T09:26:22.537023,115.9746992,382.9132931,0
2018-09-07T09:26:24.010968,115.092661,419.8380035,0
2018-09-07T09:26:24.537020,114.4918009,420.4236558,0
2018-09-07T09:26:26.010970,114.5309789,386.4870793,0
2018-09-07T09:26:26.537051,114.85303,386.3459921,0
2018-09-07T09:26:28.010966,116.1532375,384.2426863,0
2018-09-07T09:26:28.537022,115.6705401,380.2024005,0
2018-09-07T09:26:30.010959,112.5111998,396.6182018,0
2018-09-07T09:26:30.537017,112.351119,398.6432352,0
2018-09-07T09:26:32.010961,112.4769817,369.6338856,0
2018-09-07T09:26:32.537020,111.7827914,364.9754112,0
2018-09-07T09:26:34.010972,114.4409465,374.724233,0
2018-09-07T09:26:34.537005,115.6526338,380.7042751,0
2018-09-07T09:26:36.010969,116.601324,420.3739391,0
2018-09-07T09:26:36.537024,116.5808687,421.2733598,0
2018-09-07T09:26:38.010965,114.0590668,385.0816144,0
2018-09-07T09:26:38.537018,114.0915133,384.9921642,0
2018-09-07T09:26:40.010966,115.6063645,385.9084168,0
2018-09-07T09:26:40.537023,115.3435551,384.9970115,0
2018-09-07T09:26:42.010965,115.5912504,416.4973437,0
2018-09-07T09:26:42.537011,115.9833888,419.8854263,0
2018-09-07T09:26:44.010962,115.5742679,387.0810189,0
2018-09-07T09:26:44.537022,114.9500028,383.5621025,0
2018-09-07T09:26:46.010969,114.6409151,382.3014046,0
2018-09-07T09:26:46.537025,114.9551476,383.0500446,0
2018-09-07T09:26:48.010969,116.4048317,417.0759356,0
2018-09-07T09:26:48.537018,116.0811029,413.4092036,0
2018-09-07T09:26:50.010970,112.2329921,367.372143,0
2018-09-07T09:26:50.537017,112.0890122,369.1236947,0
2018-09-07T09:26:52.010961,111.35627,369.3624158,0
2018-09-07T09:26:52.537028,110.8663837,367.9010026,0
2018-09-07T09:26:54.010973,116.0862453,414.6162407,0
2018-09-07T09:26:54.536992,117.4889529,418.5984529,0
2018-09-07T09:26:56.010962,115.6944164,383.3319106,0
